artist,album,track,overall loudness,spectral energy,dissonance,pitch salience,tempo,beat loudness,danceability,tuning frequency,valence,arousal,aggressive,happy,party,relaxed,sad,acoustic,electric,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Manchester Orchestra, The Front Bottoms",Allentown,Allentown,-10.7421569824,0.0286958869547,0.427888900042,0.557732701302,126.09312439,0.0335015021265,0.890786170959,434.193115234,4.0456648,4.0236917666666665,0.6260926,0.00612967,0.97161915,0.158709315,0.774789485,0.09843874849999999,0.829972655,0.178719085,0.45617357,297,66.95,11.23,55.3,77.5,297,10.77,92.93,80.47,71.38,22.56,13.47,10.77,1.35,0.67,0,0.67,9.09,21.89,7.41,0.67,21.55,12.46,3.37,0,1.35,17.17,3.7,6.73,4.04,2.02,0,2.02,9.43,4.04,5.39,2.36,2.36,0,0,0,0.67,0,5.05,4.38,0.67,0.67,0.67,0,0,0,0,0,6.06,1.68,0,0,0,0,1.01,4.38,0.67,0,0,1.01,0,0,0,0,5.05,0,0,1.68,0.67,3.37,2.02,1.35,0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,2.36,10.77,3.37,0,0.67,2.69,0,0,0,1.68,3.03,7.41,0,0,0,0,0,0,18.86,0,9.43,0,0,4.04,5.39,0
